TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2024,2,12,18,45,11XX COTTON DR,Grandview-Woodland,494806.782,5457951.0435
Theft from Vehicle,2024,2,14,1,22,11XX DAVIE ST,West End,490359.3808,5458726.4785
Theft from Vehicle,2024,2,18,22,0,11XX DAVIE ST,West End,490359.3808,5458726.4785
Theft from Vehicle,2024,2,25,2,0,11XX DAVIE ST,West End,490448.7283,5458635.3231
Theft from Vehicle,2024,2,24,23,0,11XX DAVIE ST,West End,490449.3018,5458647.8008
Theft from Vehicle,2024,1,1,17,0,11XX E 33RD AVE,Kensington-Cedar Cottage,494007.0078,5454162.2658
Theft from Vehicle,2024,3,15,16,0,11XX E HASTINGS ST,Strathcona,494140.0196,5458690.1153
Theft from Vehicle,2024,3,16,17,59,11XX E KENT AVE S,Sunset,493938.2067,5450640.475
Theft from Vehicle,2024,3,12,17,15,11XX GARDEN DR,Grandview-Woodland,495790.8235,5457962.9206
Theft from Vehicle,2024,1,31,11,0,11XX GRANVILLE ST,Central Business District,490870.3092,5458329.8846
Theft from Vehicle,2024,1,3,9,30,11XX GRANVILLE ST,Central Business District,490936.6463,5458383.6077
Theft from Vehicle,2024,1,30,5,0,11XX GRANVILLE ST,Central Business District,490936.6463,5458383.6077
Theft from Vehicle,2024,4,2,20,17,11XX GRANVILLE ST,Central Business District,490936.6463,5458383.6077
Theft from Vehicle,2024,4,10,2,0,11XX HAMILTON ST,Central Business District,491157.8224,5458094.2679
Theft from Vehicle,2024,1,21,14,30,11XX HARO ST,West End,490745.984,5459116.4138
Theft from Vehicle,2024,2,21,19,30,11XX HOMER ST,Central Business District,491149.5299,5458170.8926
Theft from Vehicle,2024,2,11,7,30,11XX HORNBY ST,Central Business District,490792.7512,5458523.5346
Theft from Vehicle,2024,1,6,19,0,11XX HOWE ST,Central Business District,490862.757,5458455.4587
Theft from Vehicle,2024,3,1,19,45,11XX MAINLAND ST,Central Business District,491142.8658,5458001.6305
Theft from Vehicle,2024,3,16,19,30,11XX MAINLAND ST,Central Business District,491142.8658,5458001.6305
Theft from Vehicle,2024,3,16,14,0,11XX MAXINE LANE,West End,490341.009,5458525.4095
Theft from Vehicle,2024,1,13,23,0,11XX ODLUM DR,Grandview-Woodland,494483.97,5458015.3835
Theft from Vehicle,2024,2,7,21,9,11XX PACIFIC ST,West End,490218.2236,5458408.6765
Theft from Vehicle,2024,1,10,7,0,11XX PACIFIC ST,West End,490221.3405,5458405.5505
Theft from Vehicle,2024,3,22,19,30,11XX PANTAGES LANE,West End,490417.2679,5458601.1035
Theft from Vehicle,2024,3,23,17,30,11XX ROBSON ST,West End,490780.948,5459247.3735
Theft from Vehicle,2024,2,8,15,30,11XX ROBSON ST,West End,490839.1339,5459176.3347
Theft from Vehicle,2024,1,7,14,50,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,1,7,18,0,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,2,6,11,0,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,2,6,19,30,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,3,1,19,30,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,3,9,17,0,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,3,14,22,8,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,3,18,19,0,11XX ROBSON ST,West End,490872.0426,5459156.3898
Theft from Vehicle,2024,3,4,10,59,11XX ROBSON ST,West End,490874.9811,5459153.4548
Theft from Vehicle,2024,1,6,20,0,11XX ROBSON ST,West End,490912.5973,5459102.9607
Theft from Vehicle,2024,1,31,9,30,11XX SEYMOUR ST,Central Business District,490942.7722,5458256.3754
Theft from Vehicle,2024,3,3,17,0,11XX SEYMOUR ST,Central Business District,490942.7722,5458256.3754
Theft from Vehicle,2024,1,4,21,0,11XX TED_NORTHE LANE,West End,490729.1254,5458918.8905
Theft from Vehicle,2024,3,3,18,0,11XX W 27TH AVE,Shaughnessy,490544.7402,5454947.3918
Theft from Vehicle,2024,3,4,22,0,11XX W 45TH AVE,Oakridge,490377.2727,5453067.6021
Theft from Vehicle,2024,3,7,1,0,11XX W 47TH AVE,Oakridge,490373.5797,5452873.3168
Theft from Vehicle,2024,3,26,20,30,11XX W 58TH AVE,Marpole,490448.9485,5451719.2323
Theft from Vehicle,2024,3,28,14,0,11XX W GEORGIA ST,West End,491037.4399,5459227.8519
Theft from Vehicle,2024,2,8,18,12,11XX W HASTINGS ST,Central Business District,491127.8585,5459549.2833
Theft from Vehicle,2024,1,4,3,55,11XX W HASTINGS ST,Central Business District,491220.6789,5459509.5121
Theft from Vehicle,2024,4,7,16,0,11XX W HASTINGS ST,Central Business District,491225.5157,5459497.4916
Theft from Vehicle,2024,4,8,0,0,11XX W HASTINGS ST,Central Business District,491225.5157,5459497.4916
Theft from Vehicle,2024,3,17,22,0,11XX W HASTINGS ST,Central Business District,491284.5833,5459472.1826
Theft from Vehicle,2024,2,18,16,0,11XX W PENDER ST,Central Business District,491233.528,5459421.406
Theft from Vehicle,2024,3,9,12,0,11XX WINDERMERE ST,Hastings-Sunrise,497360.3835,5457996.3081
Theft from Vehicle,2024,2,5,16,55,12XX ALBERNI ST,West End,490836.2954,5459340.7102
Theft from Vehicle,2024,2,19,1,2,12XX ALBERNI ST,West End,490836.2954,5459340.7102
Theft from Vehicle,2024,3,21,10,3,12XX BARCLAY ST,West End,490542.8022,5459179.703
Theft from Vehicle,2024,2,2,18,0,12XX BEACH AVE,West End,490019.6852,5458513.9038
Theft from Vehicle,2024,3,18,12,32,12XX BIDWELL ST,West End,489771.3802,5459261.7673
Theft from Vehicle,2024,2,4,12,0,12XX BUTE ST,West End,490271.0853,5458754.6047
Theft from Vehicle,2024,3,5,9,0,12XX DAVIE ST,West End,490262.0031,5458837.3971
Theft from Vehicle,2024,4,10,18,30,12XX E 13TH AVE,Mount Pleasant,494257.9355,5456227.7403
Theft from Vehicle,2024,1,22,0,0,12XX E 24TH AVE,Kensington-Cedar Cottage,494183.4879,5455138.5186
Theft from Vehicle,2024,2,24,18,30,12XX E 27TH AVE,Kensington-Cedar Cottage,494183.6288,5454855.6913
Theft from Vehicle,2024,3,16,1,7,12XX E 63RD AVE,Sunset,494063.5561,5451118.8192
Theft from Vehicle,2024,3,4,0,0,12XX E 63RD AVE,Sunset,494065.7983,5451127.9673
Theft from Vehicle,2024,3,23,9,59,12XX E 64TH AVE,Sunset,494150.8737,5451027.4307
Theft from Vehicle,2024,3,8,19,30,12XX E BROADWAY AVE,Mount Pleasant,494216.4546,5456625.6814
Theft from Vehicle,2024,3,11,23,0,12XX GRANVILLE ST,Central Business District,490742.1811,5458199.5435
Theft from Vehicle,2024,2,12,8,0,12XX GRANVILLE ST,Central Business District,490792.6606,5458251.3108
Theft from Vehicle,2024,3,7,21,0,12XX HENSHAW LANE,West End,490494.207,5458991.9476
Theft from Vehicle,2024,3,8,17,51,12XX HENSHAW LANE,West End,490494.207,5458991.9476
Theft from Vehicle,2024,3,17,9,5,12XX HENSHAW LANE,West End,490494.207,5458991.9476
Theft from Vehicle,2024,3,12,9,9,12XX HORNBY ST,Central Business District,490580.1725,5458306.1585
Theft from Vehicle,2024,3,12,16,26,12XX HORNBY ST,Central Business District,490642.3094,5458368.7708
Theft from Vehicle,2024,2,20,13,54,12XX HORNBY ST,Central Business District,490680.0351,5458406.7857
Theft from Vehicle,2024,3,21,8,19,12XX HORNBY ST,Central Business District,490680.0351,5458406.7857
Theft from Vehicle,2024,2,5,15,30,12XX HOWE ST,Central Business District,490711.9164,5458303.1107
Theft from Vehicle,2024,3,10,16,0,12XX HOWE ST,Central Business District,490734.9863,5458326.2196
Theft from Vehicle,2024,2,6,6,50,12XX HOWE ST,Central Business District,490748.3447,5458339.6009
Theft from Vehicle,2024,3,8,0,0,12XX JEPSON YOUNG LANE,West End,490419.4587,5458917.0621
Theft from Vehicle,2024,1,16,9,0,12XX MARINASIDE CRES,Central Business District,491268.6824,5457797.0202
Theft from Vehicle,2024,2,24,13,15,12XX MELVILLE ST,Central Business District,490957.1836,5459481.1102
Theft from Vehicle,2024,3,14,2,0,12XX NOOTKA ST,Hastings-Sunrise,496991.8396,5457879.2234
Theft from Vehicle,2024,3,23,14,45,12XX PANTAGES LANE,West End,490259.9243,5458756.5598
Theft from Vehicle,2024,1,2,20,0,12XX ROBSON ST,West End,490740.6514,5459287.6289
Theft from Vehicle,2024,2,7,7,54,12XX ROBSON ST,West End,490740.6514,5459287.6289
Theft from Vehicle,2024,2,10,0,28,12XX ROBSON ST,West End,490740.6514,5459287.6289
Theft from Vehicle,2024,1,27,17,0,12XX W CORDOVA ST,Central Business District,490999.681,5459695.0485
Theft from Vehicle,2024,2,14,18,30,12XX W CORDOVA ST,Central Business District,491113.6115,5459615.3056
Theft from Vehicle,2024,3,2,12,49,12XX W GEORGIA ST,West End,490879.2601,5459383.7585
Theft from Vehicle,2024,1,27,21,0,12XX W HASTINGS ST,Central Business District,491001.8963,5459605.9434
Theft from Vehicle,2024,3,23,21,30,13XX ALBERNI ST,West End,490666.5311,5459517.0571
Theft from Vehicle,2024,3,24,7,0,13XX ALBERNI ST,West End,490666.5311,5459517.0571
Theft from Vehicle,2024,1,24,16,0,13XX BUTE ST,West End,490194.916,5458677.7109
Theft from Vehicle,2024,2,27,15,48,13XX COMOX ST,West End,490295.7377,5459109.3298
Theft from Vehicle,2024,1,10,5,15,13XX COTTON DR,Grandview-Woodland,494802.0658,5457786.4078
Theft from Vehicle,2024,1,2,2,0,13XX E 15TH AVE,Mount Pleasant,494374.3804,5455987.6281
Theft from Vehicle,2024,1,10,21,0,13XX E 17TH AVE,Kensington-Cedar Cottage,494337.8018,5455839.3963
Theft from Vehicle,2024,1,1,20,0,13XX E 19TH AVE,Kensington-Cedar Cottage,494438.0932,5455635.036
Theft from Vehicle,2024,3,31,18,0,13XX E 33RD AVE,Kensington-Cedar Cottage,494430.7873,5454167.0225
Theft from Vehicle,2024,1,4,3,46,13XX E 34TH AVE,Kensington-Cedar Cottage,494255.8638,5454068.6909
Theft from Vehicle,2024,1,3,14,0,13XX E 35TH AVE,Kensington-Cedar Cottage,494253.0246,5453974.5891
Theft from Vehicle,2024,1,31,17,0,13XX E 37TH AVE,Kensington-Cedar Cottage,494243.2325,5453786.1774
Theft from Vehicle,2024,2,22,5,50,13XX E 37TH AVE,Kensington-Cedar Cottage,494329.7057,5453793.1787
Theft from Vehicle,2024,2,9,22,30,13XX E 43RD AVE,Sunset,494320.0645,5453101.8486
Theft from Vehicle,2024,2,13,1,0,13XX E 7TH AVE,Grandview-Woodland,494428.9868,5456827.1103
Theft from Vehicle,2024,3,14,6,0,13XX E PENDER ST,Grandview-Woodland,494394.4566,5458620.7865
Theft from Vehicle,2024,1,15,19,30,13XX FOUNTAIN WAY,Fairview,490247.5055,5457194.7968
Theft from Vehicle,2024,4,6,17,30,13XX HARO ST,West End,490564.9472,5459295.493
Theft from Vehicle,2024,3,20,17,0,13XX HARWOOD ST,West End,489998.3881,5458773.3473
Theft from Vehicle,2024,1,10,21,30,13XX HORNBY ST,Central Business District,490564.1722,5458290.1094
Theft from Vehicle,2024,1,10,2,4,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494323.9223,5455372.8814
Theft from Vehicle,2024,1,25,20,15,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494323.9223,5455372.8814
Theft from Vehicle,2024,1,10,1,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494386.7461,5455331.2932
Theft from Vehicle,2024,3,5,0,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494386.7461,5455331.2932
Theft from Vehicle,2024,4,10,17,59,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494389.0103,5455317.8276
Theft from Vehicle,2024,1,4,17,30,13XX PENTICTON ST,Hastings-Sunrise,496219.0585,5457834.8262
Theft from Vehicle,2024,1,16,2,0,13XX ROLSTON ST,Central Business District,490735.2931,5458092.4386
Theft from Vehicle,2024,2,18,21,30,13XX W 10TH AVE,Fairview,490259.6521,5456647.7795
Theft from Vehicle,2024,2,26,16,0,13XX W 12TH AVE,Fairview,490151.1936,5456455.2545
Theft from Vehicle,2024,2,5,0,30,13XX W 12TH AVE,Fairview,490257.3142,5456443.453
Theft from Vehicle,2024,3,15,11,0,13XX W 26TH AVE,Shaughnessy,490208.8644,5455058.7318
Theft from Vehicle,2024,3,10,22,0,13XX W 59TH AVE,Marpole,490233.1547,5451611.0565
Theft from Vehicle,2024,3,21,14,0,13XX W 71ST AVE,Marpole,490067.5531,5450481.4133
Theft from Vehicle,2024,3,13,10,30,14XX ANDERSON ST,Fairview,490173.8803,5457691.3213
Theft from Vehicle,2024,2,5,5,17,14XX BARCLAY ST,West End,490341.2446,5459365.0758
Theft from Vehicle,2024,1,13,18,50,14XX CEDAR COTTAGE MEWS,Kensington-Cedar Cottage,494526.6306,5455164.5844
Theft from Vehicle,2024,1,20,15,0,14XX COMMERCIAL DR,Grandview-Woodland,494931.8734,5457707.0393
Theft from Vehicle,2024,3,24,12,0,14XX CONNAUGHT DR,Shaughnessy,489971.1505,5454747.0455
Theft from Vehicle,2024,3,19,18,0,14XX DEVONSHIRE CRES,Shaughnessy,490042.0231,5454870.3288
Theft from Vehicle,2024,3,18,7,27,14XX E 10TH AVE,Kensington-Cedar Cottage,494516.0737,5456513.5771
Theft from Vehicle,2024,3,1,7,30,14XX E 15TH AVE,Kensington-Cedar Cottage,494486.3824,5455978.954
Theft from Vehicle,2024,2,27,18,15,14XX E 1ST AVE,Grandview-Woodland,494517.4107,5457428.5717
Theft from Vehicle,2024,1,3,15,0,14XX E 27TH AVE,Kensington-Cedar Cottage,494452.8363,5454849.8247
Theft from Vehicle,2024,4,2,23,51,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.0127
Theft from Vehicle,2024,2,17,12,0,14XX E PENDER ST,Grandview-Woodland,494499.4476,5458618.946
Theft from Vehicle,2024,1,3,8,19,14XX E PENDER ST,Grandview-Woodland,494503.8539,5458628.0138
Theft from Vehicle,2024,1,15,23,0,14XX E PENDER ST,Grandview-Woodland,494503.8539,5458628.0138
Theft from Vehicle,2024,1,16,21,0,14XX GRANT ST,Grandview-Woodland,494551.4437,5457632.2288
Theft from Vehicle,2024,3,13,9,0,14XX HORNBY ST,Central Business District,490437.6223,5458177.9092
Theft from Vehicle,2024,1,5,6,6,14XX LAMEYS MILL RD,Fairview,490113.9073,5457232.0174
Theft from Vehicle,2024,4,1,0,0,14XX PANTAGES LANE,West End,490049.9414,5458971.5136
Theft from Vehicle,2024,3,29,21,30,14XX PARK DR,Marpole,489934.6886,5451568.5913
Theft from Vehicle,2024,3,30,16,30,14XX QUEBEC ST,Central Business District,492586.5863,5457740.9297
Theft from Vehicle,2024,2,6,17,37,14XX ROBSON ST,West End,490526.3701,5459500.8394
Theft from Vehicle,2024,1,10,11,0,14XX TRAFALGAR ST,Kitsilano,488061.8231,5457875.4371
Theft from Vehicle,2024,1,20,9,30,14XX W 11TH AVE,Fairview,489936.7822,5456553.4759
Theft from Vehicle,2024,2,23,16,0,14XX W 11TH AVE,Fairview,489983.9613,5456551.7454
Theft from Vehicle,2024,3,14,5,2,14XX W 11TH AVE,Fairview,489997.0435,5456560.4157
Theft from Vehicle,2024,1,1,0,0,14XX W 13TH AVE,Fairview,490082.6798,5456339.9062
Theft from Vehicle,2024,1,31,22,0,14XX W 13TH AVE,Fairview,490082.6798,5456339.9062
Theft from Vehicle,2024,3,29,23,0,14XX W 59TH AVE,Marpole,489889.6679,5451635.0384
Theft from Vehicle,2024,1,4,1,0,14XX W 71ST AVE,Marpole,489967.2066,5450474.794
Theft from Vehicle,2024,4,6,22,30,14XX W GEORGIA ST,West End,490628.8949,5459632.8253
Theft from Vehicle,2024,4,4,10,0,14XX WALNUT ST,Kitsilano,489170.4869,5457867.8154
Theft from Vehicle,2024,3,12,22,0,15XX BARCLAY ST,West End,490266.5416,5459439.2911
Theft from Vehicle,2024,1,5,13,17,15XX COMMERCIAL DR,Grandview-Woodland,494939.6353,5457622.9999
Theft from Vehicle,2024,3,4,18,0,15XX DISCOVERY ST,West Point Grey,485266.6524,5457894.2427
Theft from Vehicle,2024,3,3,21,0,15XX E 10TH AVE,Kensington-Cedar Cottage,494654.4675,5456513.2012
Theft from Vehicle,2024,2,12,18,0,15XX E 13TH AVE,Kensington-Cedar Cottage,494651.276,5456214.3825
Theft from Vehicle,2024,3,30,2,15,15XX E 21ST AVE,Kensington-Cedar Cottage,494738.6698,5455437.5789
Theft from Vehicle,2024,2,18,12,32,15XX E PENDER ST,Grandview-Woodland,494614.3717,5458616.9295
Theft from Vehicle,2024,2,26,4,0,15XX FRANKLIN ST,Grandview-Woodland,494616.5822,5458828.5156
Theft from Vehicle,2024,3,20,0,0,15XX HARO ST,West End,490319.2247,5459538.9028
Theft from Vehicle,2024,2,23,9,0,15XX MAIN ST,Strathcona,492718.4145,5457652.496
Theft from Vehicle,2024,1,27,17,0,15XX POWELL ST,Grandview-Woodland,494618.6947,5458941.9254
Theft from Vehicle,2024,3,10,14,20,15XX QUEBEC ST,Mount Pleasant,492610.4515,5457742.6134
Theft from Vehicle,2024,2,11,23,0,15XX RUPERT ST,Hastings-Sunrise,497545.7344,5457591.6294
Theft from Vehicle,2024,3,1,23,0,15XX W 2ND AVE,Fairview,489881.3203,5457449.0279
Theft from Vehicle,2024,3,15,21,0,15XX W 32ND AVE,Shaughnessy,489831.5549,5454520.6397
Theft from Vehicle,2024,4,2,23,30,15XX W 60TH AVE,Marpole,489641.6395,5451575.5143
Theft from Vehicle,2024,3,28,7,0,15XX W 62ND AVE,Marpole,489635.768,5451358.1791
Theft from Vehicle,2024,2,11,3,49,15XX W 65TH AVE,Marpole,489758.7156,5451066.2188
Theft from Vehicle,2024,2,28,1,0,15XX W 66TH AVE,Marpole,489655.073,5450970.7009
Theft from Vehicle,2024,3,10,20,0,15XX W 71ST AVE,Marpole,489690.8463,5450490.9748
Theft from Vehicle,2024,1,23,8,0,15XX W BROADWAY AVE,Fairview,489899.564,5456763.4539
Theft from Vehicle,2024,1,9,8,0,15XX W PENDER ST,Central Business District,490546.5852,5459739.0506
Theft from Vehicle,2024,3,7,15,0,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,3,7,16,30,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,3,24,15,0,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512
Theft from Vehicle,2024,2,7,8,30,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,2,7,15,30,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,2,8,9,0,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,3,15,9,0,16XX BAYSHORE DR,Central Business District,490546.528,5459904.389
Theft from Vehicle,2024,2,9,9,24,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,3,24,18,54,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,4,7,20,0,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft from Vehicle,2024,2,10,12,0,16XX BURNABY ST,West End,489775.5065,5459146.2783
Theft from Vehicle,2024,3,28,18,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494780.8834,5456512.9058
Theft from Vehicle,2024,3,14,20,0,16XX E 11TH AVE,Kensington-Cedar Cottage,494866.6381,5456408.1054
Theft from Vehicle,2024,2,25,3,0,16XX E 34TH AVE,Kensington-Cedar Cottage,494718.6125,5454059.2649
Theft from Vehicle,2024,3,9,15,0,16XX E 37TH AVE,Kensington-Cedar Cottage,494705.3718,5453776.1136
Theft from Vehicle,2024,2,3,3,0,16XX E 8TH AVE,Grandview-Woodland,494804.9276,5456720.1645
Theft from Vehicle,2024,1,11,0,0,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.0627,5456617.7764
Theft from Vehicle,2024,2,14,19,7,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.0627,5456617.7764
Theft from Vehicle,2024,4,8,14,0,16XX E KENT AVE S,Victoria-Fraserview,494678.6636,5450703.5384
Theft from Vehicle,2024,2,6,19,0,16XX E PENDER ST,Grandview-Woodland,494723.357,5458614.9868
Theft from Vehicle,2024,3,8,10,42,16XX HARO ST,West End,490271.8583,5459602.2682
Theft from Vehicle,2024,2,21,18,0,16XX HARO ST,West End,490297.6455,5459565.5249
Theft from Vehicle,2024,1,9,6,0,16XX KITCHENER ST,Grandview-Woodland,494803.8627,5457707.6439
Theft from Vehicle,2024,3,15,18,0,16XX PANDORA ST,Grandview-Woodland,494772.2924,5458924.8014
Theft from Vehicle,2024,2,20,23,20,16XX QUEBEC ST,Mount Pleasant,492562.1852,5457582.0706
Theft from Vehicle,2024,4,1,12,0,16XX W 12TH AVE,Fairview,489670.2976,5456468.892
Theft from Vehicle,2024,4,3,20,0,16XX W 29TH AVE,Shaughnessy,489608.077,5454761.6185
Theft from Vehicle,2024,1,24,0,0,17XX COLUMBIA ST,Mount Pleasant,492044.2071,5457404.4782
Theft from Vehicle,2024,3,8,15,0,17XX COMOX ST,West End,489926.0084,5459476.8692
Theft from Vehicle,2024,4,6,4,29,17XX CYPRESS ST,Kitsilano,489247.2477,5457558.286
Theft from Vehicle,2024,3,8,12,23,17XX E 11TH AVE,Kensington-Cedar Cottage,495029.9819,5456406.5385
Theft from Vehicle,2024,3,10,15,0,17XX E 13TH AVE,Kensington-Cedar Cottage,494923.8459,5456211.187
Theft from Vehicle,2024,1,22,15,30,17XX E 34TH AVE,Kensington-Cedar Cottage,494821.1656,5454056.9326
Theft from Vehicle,2024,3,11,2,15,17XX E 34TH AVE,Kensington-Cedar Cottage,494905.6321,5454064.1068
Theft from Vehicle,2024,1,16,16,30,17XX E 3RD AVE,Grandview-Woodland,494979.5544,5457231.9024
Theft from Vehicle,2024,4,4,17,0,17XX E 43RD AVE,Victoria-Fraserview,494790.4569,5453085.359
Theft from Vehicle,2024,2,20,12,0,17XX E 64TH AVE,Victoria-Fraserview,494826.1009,5451015.1447
Theft from Vehicle,2024,3,7,23,30,17XX E 64TH AVE,Victoria-Fraserview,494826.1009,5451015.1447
Theft from Vehicle,2024,1,11,18,0,17XX E 8TH AVE,Grandview-Woodland,495063.6337,5456728.4339
Theft from Vehicle,2024,1,21,18,0,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.1638
Theft from Vehicle,2024,4,6,19,15,17XX E PENDER ST,Grandview-Woodland,494882.1772,5458612.1638
Theft from Vehicle,2024,3,28,18,0,17XX E PENDER ST,Grandview-Woodland,494953.0932,5458610.9577
Theft from Vehicle,2024,3,20,7,0,17XX FRANKLIN ST,Grandview-Woodland,494885.9709,5458823.398
Theft from Vehicle,2024,2,14,13,15,17XX GRANT ST,Grandview-Woodland,494963.2408,5457612.2906
Theft from Vehicle,2024,1,10,19,15,17XX MCSPADDEN AVE,Grandview-Woodland,494933.3603,5457072.5976
Theft from Vehicle,2024,1,3,19,0,17XX ONTARIO ST,Mount Pleasant,492393.273,5457492.9877
Theft from Vehicle,2024,1,8,22,0,17XX PARKER ST,Grandview-Woodland,495013.8108,5458108.6197
Theft from Vehicle,2024,1,25,22,30,17XX ROBSON ST,West End,490184.7452,5459826.5657
Theft from Vehicle,2024,1,5,21,30,17XX W 5TH AVE,Fairview,489425.8732,5457159.645
Theft from Vehicle,2024,2,25,14,15,17XX W BROADWAY AVE,Fairview,489407.155,5456785.4
Theft from Vehicle,2024,3,15,14,0,18XX ALBERNI ST,West End,490220.7919,5459947.0297
